	-57.230423	-55.711094	-54.191761	-52.672428	-51.153099	-49.633766	-48.114433	-46.595104	-45.075771	-43.556442	-42.037109	-40.517776	-38.998447	-37.479115	-35.959782	-34.440453	-32.92112	-31.401789	-29.882458	-28.363125	-26.843794	-25.324463	-23.805132	-22.285799	-20.766468	-19.247137	-17.727804	-16.208473	-14.689142	-13.16981	-11.650479	-10.131147	-8.6118164	-7.0924845	-5.573153	-4.0538216	-2.5344901	-1.0151587	0.5041728	2.0235043	3.5428357	5.0621672	6.5814986	8.1008301	9.620162	11.139493	12.658825	14.178156	15.697488	17.21682	18.736151	20.255482	21.774813	23.294146	24.813477	26.332808	27.85214	29.371471	30.890802	32.410133	33.929466	35.448795	36.968128	38.487461	40.00679	41.526123	43.045456	44.564785	46.084118	47.603451	49.12278	50.642113	52.161442	53.680775	55.200108	56.719437
-45.0831	63.3448	69.1994	76.5838	87.3211	69.3301	76.955	76.911	60.4185	81.5356	98.0556	95.0384	107.915	121.829	125.321	69.2258	68.8772	144.046	130.308	112.325	81.2415	67.0465	62.0228	64.1476	57.7607	65.8021	55.2578	78.9736	75.3017	60.9158	82.0972	60.9099	68.0291	61.5899	71.4927	67.7805	68.7943	69.7769	76.4066	35.6701	84.7911	91.898	88.2081	61.9519	66.3605	98.5502	92.7811	87.2355	73.9403	69.7959	79.7508	125.081	94.8512	87.6875	92.7378	68.0368	88.47	76.4146	67.0018	69.2344	100.071	82.4819	137.846	187.345	276.244	357.789	333.72	423.719	334.536	337.764	232.484	128.285	156.878	100.504	111.615	110.412	114.767
-43.5803	88.9241	45.8293	68.3764	72.4932	60.9159	83.8092	51.8578	69.7487	72.0472	89.0196	124.814	102.477	120.503	101.465	48.8078	87.1622	65.7878	84.6692	47.4184	47.4263	45.5046	54.1492	50.0854	63.7897	59.2175	55.2216	49.4992	61.6986	62.5927	73.4807	64.3154	73.5337	91.6035	72.3538	79.433	74.6047	59.9694	55.0244	89.6017	101.014	95.7063	70.3908	80.9182	51.0733	92.0636	69.2133	79.9914	69.0633	77.5398	125.233	101.64	71.8469	89.596	86.015	81.1856	55.5298	55.2147	68.3435	61.4679	64.5286	70.7052	85.9227	108.069	165.653	262.553	296.075	213.074	167.353	255.078	213.202	95.7528	131.775	135.1	123.203	68.2813	107.081
-42.0776	88.077	62.6965	64.3801	70.8492	52.4995	71.7778	61.7778	67.2039	66.031	66.3845	67.5157	73.1567	71.8347	72.8456	57.7196	77.69	78.4786	62.2554	69.9806	49.4376	59.2268	84.577	79.2073	43.5039	79.4752	84.5193	78.2492	62.601	56.8349	56.1534	75.6483	65.8025	82.9257	75.9539	59.7776	66.6599	69.3315	49.2657	58.5358	55.3135	45.919	86.3643	48.1505	67.5275	71.2539	75.0986	68.7016	87.7901	90.3157	91.5619	72.7684	71.564	63.3357	75.2257	86.3558	96.4626	88.4994	42.5631	42.285	24.6728	15.9842	86.4395	95.88	91.7664	125.685	132.891	205.411	180.94	104.093	108.951	87.3506	85.278	61.9101	77.3431	112.542	83.0599
-40.5748	97.3574	86.9194	64.6763	78.8815	87.3833	77.2742	76.6551	70.4433	79.4362	53.8494	58.6303	54.8108	91.6098	76.4406	57.861	36.3946	73.4579	99.8731	70.6211	80.7194	96.1884	70.2103	109.053	98.4437	80.5744	80.6485	90.9672	67.9372	64.3933	60.6985	61.6951	72.0905	75.4476	57.3704	68.5752	70.1407	74.8234	44.4979	66.549	64.6854	49.9658	86.0722	59.911	48.3208	53.6096	70.4199	77.9394	75.2827	113.314	71.0532	103.831	82.3903	53.4628	72.6085	87.7702	80.8932	70.045	74.1048	40.4171	33.4288	21.4292	56.6173	73.1532	58.9866	88.9381	136.367	92.8913	72.033	80.1015	74.3551	80.8664	57.2664	73.0083	84.1608	91.9491	84.5297
-39.072	74.0355	77.7359	67.6695	66.8653	83.0664	70.5981	71.0866	74.5834	66.6389	46.3765	74.9703	61.7747	72.4829	62.5435	76.2802	93.6153	71.774	92.186	65.7623	69.5682	67.8413	91.9912	96.166	122.341	96.8606	74.1169	76.1102	59.8904	64.0534	63.7863	64.098	89.3534	48.4119	56.3261	77.9832	67.1415	75.5582	51.3094	69.2573	59.5957	73.7635	81.7652	58.5383	47.8966	47.8955	87.9526	72.4194	44.5772	54.6911	67.8434	95.3154	88.2529	75.2862	71.5035	119.365	96.9401	77.8155	92.2934	84.76	64.1296	54.1086	76.0015	69.5381	80.2166	120.627	34.4921	64.9285	60.7273	74.9647	89.5963	102.042	52.0795	51.8133	41.6673	66.5023	84.0676
-37.5692	49.1763	71.2693	71.6886	91.5102	58.0774	84.6322	68.7291	81.3728	69.155	74.7335	89.4133	88.9901	97.5277	104.49	52.4538	61.075	102.538	69.8731	91.9143	53.3254	50.5765	74.0795	71.9882	65.7338	48.4699	63.8117	53.6839	38.5487	61.4656	78.889	59.8777	69.0409	69.0157	65.31	80.8087	97.068	61.2732	64.6343	58.4309	62.0947	82.4016	76.886	48.4443	39.9918	55.7999	61.8353	61.222	51.8568	93.5403	79.3182	78.6841	74.9362	66.4023	54.69	97.613	93.2447	144.662	130.642	93.7309	63.1978	73.4277	80.7405	64.7765	96.7272	86.4848	70.7515	88.07	67.2003	96.6223	67.9794	96.08	73.6873	69.1003	60.1446	56.4693	92.2227
-36.0665	79.263	72.4747	93.5147	81.3876	87.7884	82.323	67.4781	79.5687	74.9015	64.6774	64.7413	83.7501	94.8478	81.642	68.7907	71.547	87.4598	42.7307	56.7158	76.004	76.5803	68.5202	70.1602	84.009	43.3312	69.1046	62.5028	69.9477	69.2142	80.0002	71.2883	71.6366	39.7053	66.7935	84.3389	74.6032	64.6597	57.7966	71.0626	74.8586	72.8383	77.5157	58.7388	59.0686	74.9365	59.5138	58.1762	77.5427	65.4225	69.1768	71.8709	65.7186	77.1883	66.3741	57.5465	97.1679	92.7155	84.7686	70.706	54.8338	72.8315	62.0287	54.9098	80.3423	74.9094	91.4894	67.2442	65.9516	87.0168	81.9605	76.0415	87.7397	62.8772	80.316	74.1192	107.361
-34.5637	90.3702	89.3787	86.8219	67.1919	90.1478	76.9149	56.656	81.1632	76.4405	69.9517	72.6998	36.5201	107.74	73.8828	88.4279	70.6648	70.93	60.7342	59.9105	65.8561	68.9082	80.0234	72.4838	59.2803	57.1488	89.5755	102.111	97.0167	83.9287	54.1649	67.3765	87.3728	97.0823	80.0642	88.7821	77.1729	51.1875	83.0727	27.5584	80.2977	70.4919	76.7281	98.86	57.596	61.2995	74.3905	77.8826	81.4971	66.0352	79.544	62.9512	97.9117	85.2541	94.1256	98.336	64.1973	71.2655	72.1033	63.9764	68.1509	50.0935	65.4633	56.8184	67.6941	59.6931	75.2687	47.344	64.2191	100.522	68.7758	79.7072	59.8019	89.2906	87.9366	68.9403	88.2529
-33.0609	77.6587	89.9916	73.1962	62.7447	80.1718	88.4999	74.8974	103.436	77.6015	104.678	75.0465	48.1976	90.3259	52.2034	79.7617	80.5884	52.2339	60.6088	56.2939	57.2808	58.2633	68.0544	41.1533	64.394	57.7324	103.476	67.4787	80.7936	61.8023	82.012	75.608	74.6057	86.6592	62.9226	56.2139	69.3696	60.5533	73.2129	79.13	65.6948	57.7346	70.2411	54.4863	56.8751	82.1028	67.398	81.6725	69.968	72.9634	67.6405	64.5008	59.8089	58.7525	55.7658	77.7764	69.3399	85.5665	65.337	79.2111	48.0874	37.0488	70.1818	63.5905	63.6736	66.3545	91.1575	68.1192	91.0399	54.3714	52.2157	88.134	71.6702	57.3787	64.5358	72.7406	99.7562
